user_id,proposal_id,status,event,favorited_at,scheduled_at
342,133,confirmed,2009,2009-06-04 11:12:50 -0700,2009-06-17 13:45:00 -0700
342,69,confirmed,2009,2009-06-04 11:13:01 -0700,2009-06-17 14:45:00 -0700
343,116,confirmed,2009,2009-06-04 11:13:37 -0700,2009-06-17 11:20:00 -0700
342,151,confirmed,2009,2009-06-04 11:13:47 -0700,2009-06-17 13:45:00 -0700
342,23,confirmed,2009,2009-06-04 11:13:52 -0700,2009-06-17 15:50:00 -0700
343,69,confirmed,2009,2009-06-04 11:14:37 -0700,2009-06-17 14:45:00 -0700
343,76,confirmed,2009,2009-06-04 11:14:38 -0700,2009-06-17 14:45:00 -0700
343,133,confirmed,2009,2009-06-04 11:14:40 -0700,2009-06-17 13:45:00 -0700
342,158,confirmed,2009,2009-06-04 11:14:50 -0700,2009-06-17 15:50:00 -0700
343,234,confirmed,2009,2009-06-04 11:14:53 -0700,2009-06-17 13:45:00 -0700
342,14,confirmed,2009,2009-06-04 11:14:54 -0700,2009-06-17 15:50:00 -0700
343,146,confirmed,2009,2009-06-04 11:16:00 -0700,2009-06-17 15:50:00 -0700
342,111,confirmed,2009,2009-06-04 11:16:07 -0700,2009-06-17 17:00:00 -0700
343,257,confirmed,2009,2009-06-04 11:16:07 -0700,2009-06-17 15:50:00 -0700
343,158,confirmed,2009,2009-06-04 11:16:15 -0700,2009-06-17 15:50:00 -0700
342,77,confirmed,2009,2009-06-04 11:16:19 -0700,2009-06-17 18:15:00 -0700
343,23,confirmed,2009,2009-06-04 11:16:26 -0700,2009-06-17 15:50:00 -0700
342,272,confirmed,2009,2009-06-04 11:16:33 -0700,2009-06-18 09:00:00 -0700
342,231,confirmed,2009,2009-06-04 11:17:19 -0700,2009-06-18 10:00:00 -0700
342,171,confirmed,2009,2009-06-04 11:17:40 -0700,2009-06-18 10:00:00 -0700
342,78,confirmed,2009,2009-06-04 11:19:10 -0700,2009-06-18 11:20:00 -0700
342,100,confirmed,2009,2009-06-04 11:20:16 -0700,2009-06-18 14:45:00 -0700
342,34,confirmed,2009,2009-06-04 11:21:03 -0700,2009-06-18 13:45:00 -0700
342,20,confirmed,2009,2009-06-04 11:21:04 -0700,2009-06-18 13:45:00 -0700
342,270,confirmed,2009,2009-06-04 11:21:34 -0700,2009-06-18 15:50:00 -0700
342,229,confirmed,2009,2009-06-04 11:22:02 -0700,2009-06-18 15:50:00 -0700
342,37,confirmed,2009,2009-06-04 11:22:54 -0700,2009-06-18 17:00:00 -0700
342,114,confirmed,2009,2009-06-04 11:23:00 -0700,2009-06-18 18:15:00 -0700
224,271,confirmed,2009,2009-06-04 11:37:44 -0700,2009-06-17 09:00:00 -0700
344,30,confirmed,2009,2009-06-04 12:10:17 -0700,2009-06-17 10:00:00 -0700
344,136,confirmed,2009,2009-06-04 12:10:49 -0700,2009-06-17 10:00:00 -0700
344,269,confirmed,2009,2009-06-04 12:10:53 -0700,2009-06-17 17:00:00 -0700
344,34,confirmed,2009,2009-06-04 12:10:57 -0700,2009-06-18 13:45:00 -0700
136,24,confirmed,2009,2009-06-04 12:23:04 -0700,2009-06-17 10:00:00 -0700
136,115,confirmed,2009,2009-06-04 12:23:14 -0700,2009-06-17 11:20:00 -0700
136,25,confirmed,2009,2009-06-04 12:23:42 -0700,2009-06-17 13:45:00 -0700
136,216,confirmed,2009,2009-06-04 12:23:52 -0700,2009-06-17 15:50:00 -0700
136,223,confirmed,2009,2009-06-04 12:24:07 -0700,2009-06-17 17:00:00 -0700
136,77,confirmed,2009,2009-06-04 12:24:11 -0700,2009-06-17 18:15:00 -0700
136,175,confirmed,2009,2009-06-04 12:24:23 -0700,2009-06-18 10:00:00 -0700
136,131,confirmed,2009,2009-06-04 12:24:28 -0700,2009-06-18 11:20:00 -0700
136,100,confirmed,2009,2009-06-04 12:24:50 -0700,2009-06-18 14:45:00 -0700
136,252,confirmed,2009,2009-06-04 12:24:53 -0700,2009-06-18 13:45:00 -0700
136,213,confirmed,2009,2009-06-04 12:24:58 -0700,2009-06-18 15:50:00 -0700
136,37,confirmed,2009,2009-06-04 12:25:13 -0700,2009-06-18 17:00:00 -0700
136,274,confirmed,2009bof,2009-06-04 12:25:17 -0700,2009-06-18 19:00:00 -0700
136,156,confirmed,2009,2009-06-04 12:25:25 -0700,2009-06-18 18:00:00 -0700
51,64,confirmed,2009,2009-06-04 12:44:10 -0700,2009-06-17 11:20:00 -0700
51,240,confirmed,2009,2009-06-04 12:44:19 -0700,2009-06-18 15:50:00 -0700
51,257,confirmed,2009,2009-06-04 12:44:34 -0700,2009-06-17 15:50:00 -0700
51,31,confirmed,2009,2009-06-04 12:44:57 -0700,2009-06-17 10:00:00 -0700
51,33,confirmed,2009,2009-06-04 12:45:05 -0700,2009-06-18 10:00:00 -0700
51,23,confirmed,2009,2009-06-04 12:45:31 -0700,2009-06-17 15:50:00 -0700
51,9,confirmed,2009,2009-06-04 12:46:04 -0700,2009-06-18 11:20:00 -0700
51,46,confirmed,2009,2009-06-04 12:46:34 -0700,2009-06-17 11:20:00 -0700
51,229,confirmed,2009,2009-06-04 12:46:50 -0700,2009-06-18 15:50:00 -0700
51,138,confirmed,2009,2009-06-04 12:47:13 -0700,2009-06-17 15:50:00 -0700
51,37,confirmed,2009,2009-06-04 12:47:21 -0700,2009-06-18 17:00:00 -0700
51,216,confirmed,2009,2009-06-04 12:47:31 -0700,2009-06-17 15:50:00 -0700
51,266,confirmed,2009,2009-06-04 12:47:42 -0700,2009-06-18 11:20:00 -0700
51,213,confirmed,2009,2009-06-04 12:47:48 -0700,2009-06-18 15:50:00 -0700
51,77,confirmed,2009,2009-06-04 12:47:57 -0700,2009-06-17 18:15:00 -0700
51,115,confirmed,2009,2009-06-04 12:48:08 -0700,2009-06-17 11:20:00 -0700
51,272,confirmed,2009,2009-06-04 12:49:06 -0700,2009-06-18 09:00:00 -0700
51,252,confirmed,2009,2009-06-04 12:49:18 -0700,2009-06-18 13:45:00 -0700
51,271,confirmed,2009,2009-06-04 12:49:24 -0700,2009-06-17 09:00:00 -0700
51,61,confirmed,2009,2009-06-04 12:49:27 -0700,2009-06-17 15:50:00 -0700
224,272,confirmed,2009,2009-06-04 12:51:41 -0700,2009-06-18 09:00:00 -0700
224,231,confirmed,2009,2009-06-04 12:52:10 -0700,2009-06-18 10:00:00 -0700
224,251,confirmed,2009,2009-06-04 12:52:11 -0700,2009-06-18 10:00:00 -0700
224,43,confirmed,2009,2009-06-04 12:52:18 -0700,2009-06-18 10:00:00 -0700
224,76,confirmed,2009,2009-06-04 12:55:46 -0700,2009-06-17 14:45:00 -0700
224,234,confirmed,2009,2009-06-04 12:55:57 -0700,2009-06-17 13:45:00 -0700
224,133,confirmed,2009,2009-06-04 12:56:07 -0700,2009-06-17 13:45:00 -0700
224,19,confirmed,2009,2009-06-04 12:56:12 -0700,2009-06-17 11:20:00 -0700
224,91,confirmed,2009,2009-06-04 12:57:37 -0700,2009-06-17 10:00:00 -0700
224,109,confirmed,2009,2009-06-04 12:57:53 -0700,2009-06-17 10:00:00 -0700
224,250,confirmed,2009,2009-06-04 12:58:08 -0700,2009-06-17 11:20:00 -0700
224,216,confirmed,2009,2009-06-04 12:58:13 -0700,2009-06-17 15:50:00 -0700
224,14,confirmed,2009,2009-06-04 12:58:30 -0700,2009-06-17 15:50:00 -0700
224,119,confirmed,2009,2009-06-04 13:00:34 -0700,2009-06-17 17:00:00 -0700
224,118,confirmed,2009,2009-06-04 13:01:14 -0700,2009-06-18 11:20:00 -0700
224,257,confirmed,2009,2009-06-04 13:01:22 -0700,2009-06-17 15:50:00 -0700
224,78,confirmed,2009,2009-06-04 13:02:09 -0700,2009-06-18 11:20:00 -0700
224,246,confirmed,2009,2009-06-04 13:02:32 -0700,2009-06-18 11:20:00 -0700
224,71,confirmed,2009,2009-06-04 13:03:13 -0700,2009-06-18 13:45:00 -0700
224,191,confirmed,2009,2009-06-04 13:03:41 -0700,2009-06-18 13:45:00 -0700
224,270,confirmed,2009,2009-06-04 13:04:22 -0700,2009-06-18 15:50:00 -0700
224,229,confirmed,2009,2009-06-04 13:05:14 -0700,2009-06-18 15:50:00 -0700
224,87,confirmed,2009,2009-06-04 13:05:52 -0700,2009-06-18 17:00:00 -0700
224,36,confirmed,2009,2009-06-04 13:05:56 -0700,2009-06-18 17:00:00 -0700
224,122,confirmed,2009,2009-06-04 13:06:28 -0700,2009-06-18 17:00:00 -0700
224,273,confirmed,2009,2009-06-04 13:06:55 -0700,2009-06-19 09:00:00 -0700
224,20,confirmed,2009,2009-06-04 13:07:20 -0700,2009-06-18 13:45:00 -0700
345,231,confirmed,2009,2009-06-04 13:14:44 -0700,2009-06-18 10:00:00 -0700
345,216,confirmed,2009,2009-06-04 13:16:22 -0700,2009-06-17 15:50:00 -0700
345,271,confirmed,2009,2009-06-04 13:17:35 -0700,2009-06-17 09:00:00 -0700
343,111,confirmed,2009,2009-06-04 13:18:15 -0700,2009-06-17 17:00:00 -0700
345,151,confirmed,2009,2009-06-04 13:18:34 -0700,2009-06-17 13:45:00 -0700
343,77,confirmed,2009,2009-06-04 13:18:37 -0700,2009-06-17 18:15:00 -0700
345,272,confirmed,2009,2009-06-04 13:18:59 -0700,2009-06-18 09:00:00 -0700
345,49,confirmed,2009,2009-06-04 13:19:45 -0700,2009-06-18 13:45:00 -0700
343,175,confirmed,2009,2009-06-04 13:19:56 -0700,2009-06-18 10:00:00 -0700
343,251,confirmed,2009,2009-06-04 13:19:57 -0700,2009-06-18 10:00:00 -0700
343,43,confirmed,2009,2009-06-04 13:19:59 -0700,2009-06-18 10:00:00 -0700
345,229,confirmed,2009,2009-06-04 13:20:02 -0700,2009-06-18 15:50:00 -0700
343,118,confirmed,2009,2009-06-04 13:20:09 -0700,2009-06-18 11:20:00 -0700
345,197,confirmed,2009,2009-06-04 13:20:19 -0700,2009-06-18 17:00:00 -0700
345,273,confirmed,2009,2009-06-04 13:20:34 -0700,2009-06-19 09:00:00 -0700
11,271,confirmed,2009,2009-06-04 14:12:09 -0700,2009-06-17 09:00:00 -0700
11,109,confirmed,2009,2009-06-04 14:12:37 -0700,2009-06-17 10:00:00 -0700
11,24,confirmed,2009,2009-06-04 14:12:48 -0700,2009-06-17 10:00:00 -0700
11,139,confirmed,2009,2009-06-04 14:13:21 -0700,2009-06-17 11:20:00 -0700
11,115,confirmed,2009,2009-06-04 14:13:39 -0700,2009-06-17 11:20:00 -0700
11,116,confirmed,2009,2009-06-04 14:13:59 -0700,2009-06-17 11:20:00 -0700
11,234,confirmed,2009,2009-06-04 14:14:40 -0700,2009-06-17 13:45:00 -0700
11,82,confirmed,2009,2009-06-04 14:15:21 -0700,2009-06-17 13:45:00 -0700
11,183,confirmed,2009,2009-06-04 14:17:11 -0700,2009-06-17 13:45:00 -0700
11,69,confirmed,2009,2009-06-04 14:17:57 -0700,2009-06-17 14:45:00 -0700
11,14,confirmed,2009,2009-06-04 14:19:00 -0700,2009-06-17 15:50:00 -0700
11,23,confirmed,2009,2009-06-04 14:19:33 -0700,2009-06-17 15:50:00 -0700
